§§§+------------+---------------+-------------------+------+
| first_name |   last_name   |       name        | year |
| Shooty     | Babitt        | Oakland Athletics | 1981 |
| Dave       | Beard         | Oakland Athletics | 1981 |
| Rich       | Bordi         | Oakland Athletics | 1981 |
| Rick       | Bosetti       | Oakland Athletics | 1981 |
| Mark       | Budaska       | Oakland Athletics | 1981 |
| Jeff       | Cox           | Oakland Athletics | 1981 |
| Mike       | Davis         | Oakland Athletics | 1981 |
| Brian      | Doyle         | Oakland Athletics | 1981 |
| Keith      | Drumright     | Oakland Athletics | 1981 |
| Ed         | Figueroa      | Oakland Athletics | 1981 |
| Wayne      | Gross         | Oakland Athletics | 1981 |
| Mike       | Heath         | Oakland Athletics | 1981 |
| Dave       | Heaverlo      | Oakland Athletics | 1981 |
| Rickey     | Henderson     | Oakland Athletics | 1981 |
| Tim        | Hosley        | Oakland Athletics | 1981 |
| Cliff      | Johnson       | Oakland Athletics | 1981 |
| Jeff       | Jones         | Oakland Athletics | 1981 |
| Bob        | Kearney       | Oakland Athletics | 1981 |
| Matt       | Keough        | Oakland Athletics | 1981 |
| Brian      | Kingman       | Oakland Athletics | 1981 |
| Mickey     | Klutts        | Oakland Athletics | 1981 |
| Rick       | Langford      | Oakland Athletics | 1981 |
| Steve      | McCatty       | Oakland Athletics | 1981 |
| Dave       | McKay         | Oakland Athletics | 1981 |
| Bo         | McLaughlin    | Oakland Athletics | 1981 |
| Craig      | Minetto       | Oakland Athletics | 1981 |
| Kelvin     | Moore         | Oakland Athletics | 1981 |
| Dwayne     | Murphy        | Oakland Athletics | 1981 |
| Jim        | Nettles       | Oakland Athletics | 1981 |
| Jeff       | Newman        | Oakland Athletics | 1981 |
| Mike       | Norris        | Oakland Athletics | 1981 |
| Bob        | Owchinko      | Oakland Athletics | 1981 |
| Mitchell   | Page          | Oakland Athletics | 1981 |
| Mike       | Patterson     | Oakland Athletics | 1981 |
| Rob        | Picciolo      | Oakland Athletics | 1981 |
| Dave       | Revering      | Oakland Athletics | 1981 |
| Jimmy      | Sexton        | Oakland Athletics | 1981 |
| Jim        | Spencer       | Oakland Athletics | 1981 |
| Fred       | Stanley       | Oakland Athletics | 1981 |
| Tom        | Underwood     | Oakland Athletics | 1981 |
| Tony       | Armas         | Oakland Athletics | 1982 |
| Fernando   | Arroyo        | Oakland Athletics | 1982 |
| Steve      | Baker         | Oakland Athletics | 1982 |
| Dave       | Beard         | Oakland Athletics | 1982 |
| Kevin      | Bell          | Oakland Athletics | 1982 |
| Rick       | Bosetti       | Oakland Athletics | 1982 |
| Darrell    | Brown         | Oakland Athletics | 1982 |
| Jeff       | Burroughs     | Oakland Athletics | 1982 |
| Chris      | Codiroli      | Oakland Athletics | 1982 |
| Tim        | Conroy        | Oakland Athletics | 1982 |
| John       | D'Acquisto    | Oakland Athletics | 1982 |
| Mike       | Davis         | Oakland Athletics | 1982 |
| Danny      | Goodwin       | Oakland Athletics | 1982 |
| Wayne      | Gross         | Oakland Athletics | 1982 |
| Preston    | Hanna         | Oakland Athletics | 1982 |
| Mike       | Heath         | Oakland Athletics | 1982 |
| Rickey     | Henderson     | Oakland Athletics | 1982 |
| Cliff      | Johnson       | Oakland Athletics | 1982 |
| Jeff       | Jones         | Oakland Athletics | 1982 |
| Bob        | Kearney       | Oakland Athletics | 1982 |
| Matt       | Keough        | Oakland Athletics | 1982 |
| Brian      | Kingman       | Oakland Athletics | 1982 |
| Dennis     | Kinney        | Oakland Athletics | 1982 |
| Mickey     | Klutts        | Oakland Athletics | 1982 |
| Rick       | Langford      | Oakland Athletics | 1982 |
| Davey      | Lopes         | Oakland Athletics | 1982 |
| Steve      | McCatty       | Oakland Athletics | 1982 |
| Dave       | McKay         | Oakland Athletics | 1982 |
| Bo         | McLaughlin    | Oakland Athletics | 1982 |
| Dan        | Meyer         | Oakland Athletics | 1982 |
| Kelvin     | Moore         | Oakland Athletics | 1982 |
| Dwayne     | Murphy        | Oakland Athletics | 1982 |
| Jeff       | Newman        | Oakland Athletics | 1982 |
| Mike       | Norris        | Oakland Athletics | 1982 |
| Bob        | Owchinko      | Oakland Athletics | 1982 |
| Mitchell   | Page          | Oakland Athletics | 1982 |
| Tony       | Phillips      | Oakland Athletics | 1982 |
| Rob        | Picciolo      | Oakland Athletics | 1982 |
| Joe        | Rudi          | Oakland Athletics | 1982 |
| Jimmy      | Sexton        | Oakland Athletics | 1982 |
| Jim        | Spencer       | Oakland Athletics | 1982 |
| Fred       | Stanley       | Oakland Athletics | 1982 |
| Tom        | Underwood     | Oakland Athletics | 1982 |
| Bill       | Almon         | Oakland Athletics | 1983 |
| Keith      | Atherton      | Oakland Athletics | 1983 |
| Steve      | Baker         | Oakland Athletics | 1983 |
| Dave       | Beard         | Oakland Athletics | 1983 |
| Bert       | Bradley       | Oakland Athletics | 1983 |
| Marshall   | Brant         | Oakland Athletics | 1983 |
| Tom        | Burgmeier     | Oakland Athletics | 1983 |
| Jeff       | Burroughs     | Oakland Athletics | 1983 |
| Ben        | Callahan      | Oakland Athletics | 1983 |
| Darryl     | Cias          | Oakland Athletics | 1983 |
| Chris      | Codiroli      | Oakland Athletics | 1983 |
| Tim        | Conroy        | Oakland Athletics | 1983 |
| Mike       | Davis         | Oakland Athletics | 1983 |
| Ed         | Farmer        | Oakland Athletics | 1983 |
| Wayne      | Gross         | Oakland Athletics | 1983 |
| Garry      | Hancock       | Oakland Athletics | 1983 |
| Mike       | Heath         | Oakland Athletics | 1983 |
| Gorman     | Heimueller    | Oakland Athletics | 1983 |
| Rickey     | Henderson     | Oakland Athletics | 1983 |
| Donnie     | Hill          | Oakland Athletics | 1983 |
| Dave       | Hudgens       | Oakland Athletics | 1983 |
| Jeff       | Jones         | Oakland Athletics | 1983 |
| Bob        | Kearney       | Oakland Athletics | 1983 |
| Matt       | Keough        | Oakland Athletics | 1983 |
| Bill       | Krueger       | Oakland Athletics | 1983 |
| Rick       | Langford      | Oakland Athletics | 1983 |
| Carney     | Lansford      | Oakland Athletics | 1983 |
| Davey      | Lopes         | Oakland Athletics | 1983 |
| Steve      | McCatty       | Oakland Athletics | 1983 |
| Rusty      | McNealy       | Oakland Athletics | 1983 |
| Dan        | Meyer         | Oakland Athletics | 1983 |
| Kelvin     | Moore         | Oakland Athletics | 1983 |
| Dwayne     | Murphy        | Oakland Athletics | 1983 |
| Mike       | Norris        | Oakland Athletics | 1983 |
| Mitchell   | Page          | Oakland Athletics | 1983 |
| Rick       | Peters        | Oakland Athletics | 1983 |
| Tony       | Phillips      | Oakland Athletics | 1983 |
| Luis       | Quinones      | Oakland Athletics | 1983 |
| Mark       | Smith         | Oakland Athletics | 1983 |
| Tom        | Underwood     | Oakland Athletics | 1983 |
| Mike       | Warren        | Oakland Athletics | 1983 |
| Rich       | Wortham       | Oakland Athletics | 1983 |
| Curt       | Young         | Oakland Athletics | 1983 |
| Bill       | Almon         | Oakland Athletics | 1984 |
| Keith      | Atherton      | Oakland Athletics | 1984 |
| Jeff       | Bettendorf    | Oakland Athletics | 1984 |
| Bruce      | Bochte        | Oakland Athletics | 1984 |
| Tom        | Burgmeier     | Oakland Athletics | 1984 |
| Ray        | Burris        | Oakland Athletics | 1984 |
| Jeff       | Burroughs     | Oakland Athletics | 1984 |
| Bill       | Caudill       | Oakland Athletics | 1984 |
| Chris      | Codiroli      | Oakland Athletics | 1984 |
| Tim        | Conroy        | Oakland Athletics | 1984 |
| Mike       | Davis         | Oakland Athletics | 1984 |
| Jim        | Essian        | Oakland Athletics | 1984 |
| Garry      | Hancock       | Oakland Athletics | 1984 |
| Mike       | Heath         | Oakland Athletics | 1984 |
| Gorman     | Heimueller    | Oakland Athletics | 1984 |
| Rickey     | Henderson     | Oakland Athletics | 1984 |
| Donnie     | Hill          | Oakland Athletics | 1984 |
| Jeff       | Jones         | Oakland Athletics | 1984 |
| Steve      | Kiefer        | Oakland Athletics | 1984 |
| Dave       | Kingman       | Oakland Athletics | 1984 |
| Bill       | Krueger       | Oakland Athletics | 1984 |
| Rick       | Langford      | Oakland Athletics | 1984 |
| Carney     | Lansford      | Oakland Athletics | 1984 |
| Dave       | Leiper        | Oakland Athletics | 1984 |
| Davey      | Lopes         | Oakland Athletics | 1984 |
| Steve      | McCatty       | Oakland Athletics | 1984 |
| Dan        | Meyer         | Oakland Athletics | 1984 |
| Joe        | Morgan        | Oakland Athletics | 1984 |
| Dwayne     | Murphy        | Oakland Athletics | 1984 |
| Tony       | Phillips      | Oakland Athletics | 1984 |
| Chuck      | Rainey        | Oakland Athletics | 1984 |
| Lary       | Sorensen      | Oakland Athletics | 1984 |
| Mickey     | Tettleton     | Oakland Athletics | 1984 |
| Mike       | Torrez        | Oakland Athletics | 1984 |
| Mark       | Wagner        | Oakland Athletics | 1984 |
| Mike       | Warren        | Oakland Athletics | 1984 |
| Curt       | Young         | Oakland Athletics | 1984 |
| Keith      | Atherton      | Oakland Athletics | 1985 |
| Dusty      | Baker         | Oakland Athletics | 1985 |
| Tim        | Birtsas       | Oakland Athletics | 1985 |
| Bruce      | Bochte        | Oakland Athletics | 1985 |
| Jose       | Canseco       | Oakland Athletics | 1985 |
| Chris      | Codiroli      | Oakland Athletics | 1985 |
| Dave       | Collins       | Oakland Athletics | 1985 |
| Tim        | Conroy        | Oakland Athletics | 1985 |
| Mike       | Davis         | Oakland Athletics | 1985 |
| Mike       | Gallego       | Oakland Athletics | 1985 |
| Alfredo    | Griffin       | Oakland Athletics | 1985 |
| Mike       | Heath         | Oakland Athletics | 1985 |
| Steve      | Henderson     | Oakland Athletics | 1985 |
| Donnie     | Hill          | Oakland Athletics | 1985 |
| Jay        | Howell        | Oakland Athletics | 1985 |
| Tommy      | John          | Oakland Athletics | 1985 |
| Jeff       | Kaiser        | Oakland Athletics | 1985 |
| Steve      | Kiefer        | Oakland Athletics | 1985 |
| Dave       | Kingman       | Oakland Athletics | 1985 |
| Bill       | Krueger       | Oakland Athletics | 1985 |
| Rick       | Langford      | Oakland Athletics | 1985 |
| Carney     | Lansford      | Oakland Athletics | 1985 |
| Steve      | McCatty       | Oakland Athletics | 1985 |
| Dan        | Meyer         | Oakland Athletics | 1985 |
| Steve      | Mura          | Oakland Athletics | 1985 |
| Dwayne     | Murphy        | Oakland Athletics | 1985 |
| Charlie    | O'Brien       | Oakland Athletics | 1985 |
| Steve      | Ontiveros     | Oakland Athletics | 1985 |
| Tony       | Phillips      | Oakland Athletics | 1985 |
| Rob        | Picciolo      | Oakland Athletics | 1985 |
| Jose       | Rijo          | Oakland Athletics | 1985 |
| Don        | Sutton        | Oakland Athletics | 1985 |
| Tom        | Tellmann      | Oakland Athletics | 1985 |
| Mickey     | Tettleton     | Oakland Athletics | 1985 |
| Mike       | Warren        | Oakland Athletics | 1985 |
| Curt       | Young         | Oakland Athletics | 1985 |
| Darrel     | Akerfelds     | Oakland Athletics | 1986 |
| Joaquin    | Andujar       | Oakland Athletics | 1986 |
| Fernando   | Arroyo        | Oakland Athletics | 1986 |
| Keith      | Atherton      | Oakland Athletics | 1986 |
| Doug       | Bair          | Oakland Athletics | 1986 |
| Dusty      | Baker         | Oakland Athletics | 1986 |
| Bill       | Bathe         | Oakland Athletics | 1986 |
| Tim        | Birtsas       | Oakland Athletics | 1986 |
| Bruce      | Bochte        | Oakland Athletics | 1986 |
| Jose       | Canseco       | Oakland Athletics | 1986 |
| Chris      | Codiroli      | Oakland Athletics | 1986 |
| Mike       | Davis         | Oakland Athletics | 1986 |
| Tom        | Dozier        | Oakland Athletics | 1986 |
| Mike       | Gallego       | Oakland Athletics | 1986 |
| Alfredo    | Griffin       | Oakland Athletics | 1986 |
| Wayne      | Gross         | Oakland Athletics | 1986 |
| Moose      | Haas          | Oakland Athletics | 1986 |
| Steve      | Henderson     | Oakland Athletics | 1986 |
| Donnie     | Hill          | Oakland Athletics | 1986 |
| Jay        | Howell        | Oakland Athletics | 1986 |
| Stan       | Javier        | Oakland Athletics | 1986 |
| Dave       | Kingman       | Oakland Athletics | 1986 |
| Bill       | Krueger       | Oakland Athletics | 1986 |
| Rick       | Langford      | Oakland Athletics | 1986 |
| Carney     | Lansford      | Oakland Athletics | 1986 |
| Dave       | Leiper        | Oakland Athletics | 1986 |
| Mark       | McGwire       | Oakland Athletics | 1986 |
| Bill       | Mooneyham     | Oakland Athletics | 1986 |
| Dwayne     | Murphy        | Oakland Athletics | 1986 |
| Rob        | Nelson        | Oakland Athletics | 1986 |
| Steve      | Ontiveros     | Oakland Athletics | 1986 |
| Rick       | Peters        | Oakland Athletics | 1986 |
| Tony       | Phillips      | Oakland Athletics | 1986 |
| Eric       | Plunk         | Oakland Athletics | 1986 |
| Jose       | Rijo          | Oakland Athletics | 1986 |
| Rick       | Rodriguez     | Oakland Athletics | 1986 |
| Lenn       | Sakata        | Oakland Athletics | 1986 |
| Terry      | Steinbach     | Oakland Athletics | 1986 |
| Dave       | Stewart       | Oakland Athletics | 1986 |
| Mickey     | Tettleton     | Oakland Athletics | 1986 |
| Rusty      | Tillman       | Oakland Athletics | 1986 |
| Dave       | Von Ohlen     | Oakland Athletics | 1986 |
| Jerry      | Willard       | Oakland Athletics | 1986 |
| Curt       | Young         | Oakland Athletics | 1986 |
| Joaquin    | Andujar       | Oakland Athletics | 1987 |
| Tony       | Bernazard     | Oakland Athletics | 1987 |
| Greg       | Cadaret       | Oakland Athletics | 1987 |
| Jose       | Canseco       | Oakland Athletics | 1987 |
| Bill       | Caudill       | Oakland Athletics | 1987 |
| Ron        | Cey           | Oakland Athletics | 1987 |
| Chris      | Codiroli      | Oakland Athletics | 1987 |
| Mike       | Davis         | Oakland Athletics | 1987 |
| Storm      | Davis         | Oakland Athletics | 1987 |
| Dennis     | Eckersley     | Oakland Athletics | 1987 |
| Mike       | Gallego       | Oakland Athletics | 1987 |
| Alfredo    | Griffin       | Oakland Athletics | 1987 |
| Moose      | Haas          | Oakland Athletics | 1987 |
| Brian      | Harper        | Oakland Athletics | 1987 |
| Steve      | Henderson     | Oakland Athletics | 1987 |
| Rick       | Honeycutt     | Oakland Athletics | 1987 |
| Jay        | Howell        | Oakland Athletics | 1987 |
| Reggie     | Jackson       | Oakland Athletics | 1987 |
| Stan       | Javier        | Oakland Athletics | 1987 |
| Bill       | Krueger       | Oakland Athletics | 1987 |
| Dennis     | Lamp          | Oakland Athletics | 1987 |
| Carney     | Lansford      | Oakland Athletics | 1987 |
| Gary       | Lavelle       | Oakland Athletics | 1987 |
| Dave       | Leiper        | Oakland Athletics | 1987 |
| Johnnie    | LeMaster      | Oakland Athletics | 1987 |
| Mark       | McGwire       | Oakland Athletics | 1987 |
| Dwayne     | Murphy        | Oakland Athletics | 1987 |
| Gene       | Nelson        | Oakland Athletics | 1987 |
| Rob        | Nelson        | Oakland Athletics | 1987 |
| Steve      | Ontiveros     | Oakland Athletics | 1987 |
| Dave       | Otto          | Oakland Athletics | 1987 |
| Tony       | Phillips      | Oakland Athletics | 1987 |
| Eric       | Plunk         | Oakland Athletics | 1987 |
| Luis       | Polonia       | Oakland Athletics | 1987 |
| Jose       | Rijo          | Oakland Athletics | 1987 |
| Rick       | Rodriguez     | Oakland Athletics | 1987 |
| Alejandro  | Sanchez       | Oakland Athletics | 1987 |
| Matt       | Sinatro       | Oakland Athletics | 1987 |
| Terry      | Steinbach     | Oakland Athletics | 1987 |
| Dave       | Stewart       | Oakland Athletics | 1987 |
| Mickey     | Tettleton     | Oakland Athletics | 1987 |
| Dave       | Von Ohlen     | Oakland Athletics | 1987 |
| Walt       | Weiss         | Oakland Athletics | 1987 |
| Jerry      | Willard       | Oakland Athletics | 1987 |
| Curt       | Young         | Oakland Athletics | 1987 |
| Don        | Baylor        | Oakland Athletics | 1988 |
| Lance      | Blankenship   | Oakland Athletics | 1988 |
| Rich       | Bordi         | Oakland Athletics | 1988 |
| Todd       | Burns         | Oakland Athletics | 1988 |
| Greg       | Cadaret       | Oakland Athletics | 1988 |
| Jose       | Canseco       | Oakland Athletics | 1988 |
| Jim        | Corsi         | Oakland Athletics | 1988 |
| Storm      | Davis         | Oakland Athletics | 1988 |
| Dennis     | Eckersley     | Oakland Athletics | 1988 |
| Mike       | Gallego       | Oakland Athletics | 1988 |
| Ron        | Hassey        | Oakland Athletics | 1988 |
| Dave       | Henderson     | Oakland Athletics | 1988 |
| Rick       | Honeycutt     | Oakland Athletics | 1988 |
| Glenn      | Hubbard       | Oakland Athletics | 1988 |
| Stan       | Javier        | Oakland Athletics | 1988 |
| Doug       | Jennings      | Oakland Athletics | 1988 |
| Felix      | Jose          | Oakland Athletics | 1988 |
| Ed         | Jurak         | Oakland Athletics | 1988 |
| Carney     | Lansford      | Oakland Athletics | 1988 |
| Mark       | McGwire       | Oakland Athletics | 1988 |
| Orlando    | Mercado       | Oakland Athletics | 1988 |
| Gene       | Nelson        | Oakland Athletics | 1988 |
| Steve      | Ontiveros     | Oakland Athletics | 1988 |
| Dave       | Otto          | Oakland Athletics | 1988 |
| Dave       | Parker        | Oakland Athletics | 1988 |
| Tony       | Phillips      | Oakland Athletics | 1988 |
| Eric       | Plunk         | Oakland Athletics | 1988 |
| Luis       | Polonia       | Oakland Athletics | 1988 |
| Jeff       | Shaver        | Oakland Athletics | 1988 |
| Matt       | Sinatro       | Oakland Athletics | 1988 |
| Terry      | Steinbach     | Oakland Athletics | 1988 |
| Dave       | Stewart       | Oakland Athletics | 1988 |
| Walt       | Weiss         | Oakland Athletics | 1988 |
| Bob        | Welch         | Oakland Athletics | 1988 |
| Curt       | Young         | Oakland Athletics | 1988 |
| Larry      | Arndt         | Oakland Athletics | 1989 |
| Chris      | Bando         | Oakland Athletics | 1989 |
| Billy      | Beane         | Oakland Athletics | 1989 |
| Lance      | Blankenship   | Oakland Athletics | 1989 |
| Todd       | Burns         | Oakland Athletics | 1989 |
| Greg       | Cadaret       | Oakland Athletics | 1989 |
| Jose       | Canseco       | Oakland Athletics | 1989 |
| Jim        | Corsi         | Oakland Athletics | 1989 |
| Storm      | Davis         | Oakland Athletics | 1989 |
| Bill       | Dawley        | Oakland Athletics | 1989 |
| Dennis     | Eckersley     | Oakland Athletics | 1989 |
| Mike       | Gallego       | Oakland Athletics | 1989 |
| Ron        | Hassey        | Oakland Athletics | 1989 |
| Scott      | Hemond        | Oakland Athletics | 1989 |
| Dave       | Henderson     | Oakland Athletics | 1989 |
| Rickey     | Henderson     | Oakland Athletics | 1989 |
| Rick       | Honeycutt     | Oakland Athletics | 1989 |
| Dann       | Howitt        | Oakland Athletics | 1989 |
| Glenn      | Hubbard       | Oakland Athletics | 1989 |
| Stan       | Javier        | Oakland Athletics | 1989 |
| Doug       | Jennings      | Oakland Athletics | 1989 |
| Felix      | Jose          | Oakland Athletics | 1989 |
| Carney     | Lansford      | Oakland Athletics | 1989 |
| Mark       | McGwire       | Oakland Athletics | 1989 |
| Mike       | Moore         | Oakland Athletics | 1989 |
| Gene       | Nelson        | Oakland Athletics | 1989 |
| Dave       | Otto          | Oakland Athletics | 1989 |
| Dave       | Parker        | Oakland Athletics | 1989 |
| Ken        | Phelps        | Oakland Athletics | 1989 |
| Tony       | Phillips      | Oakland Athletics | 1989 |
| Eric       | Plunk         | Oakland Athletics | 1989 |
| Luis       | Polonia       | Oakland Athletics | 1989 |
| Jamie      | Quirk         | Oakland Athletics | 1989 |
| Dick       | Scott         | Oakland Athletics | 1989 |
| Brian      | Snyder        | Oakland Athletics | 1989 |
| Terry      | Steinbach     | Oakland Athletics | 1989 |
| Dave       | Stewart       | Oakland Athletics | 1989 |
| Walt       | Weiss         | Oakland Athletics | 1989 |
| Bob        | Welch         | Oakland Athletics | 1989 |
| Curt       | Young         | Oakland Athletics | 1989 |
| Matt       | Young         | Oakland Athletics | 1989 |
| Troy       | Afenir        | Oakland Athletics | 1990 |
| Harold     | Baines        | Oakland Athletics | 1990 |
| Joe        | Bitker        | Oakland Athletics | 1990 |
| Lance      | Blankenship   | Oakland Athletics | 1990 |
| Mike       | Bordick       | Oakland Athletics | 1990 |
| Todd       | Burns         | Oakland Athletics | 1990 |
| Jose       | Canseco       | Oakland Athletics | 1990 |
| Ozzie      | Canseco       | Oakland Athletics | 1990 |
| Steve      | Chitren       | Oakland Athletics | 1990 |
| Dennis     | Eckersley     | Oakland Athletics | 1990 |
| Mike       | Gallego       | Oakland Athletics | 1990 |
| Reggie     | Harris        | Oakland Athletics | 1990 |
| Ron        | Hassey        | Oakland Athletics | 1990 |
| Scott      | Hemond        | Oakland Athletics | 1990 |
| Dave       | Henderson     | Oakland Athletics | 1990 |
| Rickey     | Henderson     | Oakland Athletics | 1990 |
| Rick       | Honeycutt     | Oakland Athletics | 1990 |
| Steve      | Howard        | Oakland Athletics | 1990 |
| Dann       | Howitt        | Oakland Athletics | 1990 |
| Stan       | Javier        | Oakland Athletics | 1990 |
| Doug       | Jennings      | Oakland Athletics | 1990 |
| Felix      | Jose          | Oakland Athletics | 1990 |
| Joe        | Klink         | Oakland Athletics | 1990 |
| Carney     | Lansford      | Oakland Athletics | 1990 |
| Darren     | Lewis         | Oakland Athletics | 1990 |
| Willie     | McGee         | Oakland Athletics | 1990 |
| Mark       | McGwire       | Oakland Athletics | 1990 |
| Mike       | Moore         | Oakland Athletics | 1990 |
| Gene       | Nelson        | Oakland Athletics | 1990 |
| Mike       | Norris        | Oakland Athletics | 1990 |
| Dave       | Otto          | Oakland Athletics | 1990 |
| Ken        | Phelps        | Oakland Athletics | 1990 |
| Jamie      | Quirk         | Oakland Athletics | 1990 |
| Willie     | Randolph      | Oakland Athletics | 1990 |
| Scott      | Sanderson     | Oakland Athletics | 1990 |
| Terry      | Steinbach     | Oakland Athletics | 1990 |
| Dave       | Stewart       | Oakland Athletics | 1990 |
| Walt       | Weiss         | Oakland Athletics | 1990 |
| Bob        | Welch         | Oakland Athletics | 1990 |
| Curt       | Young         | Oakland Athletics | 1990 |
| Troy       | Afenir        | Oakland Athletics | 1991 |
| Dana       | Allison       | Oakland Athletics | 1991 |
| Harold     | Baines        | Oakland Athletics | 1991 |
| Lance      | Blankenship   | Oakland Athletics | 1991 |
| Mike       | Bordick       | Oakland Athletics | 1991 |
| John       | Briscoe       | Oakland Athletics | 1991 |
| Scott      | Brosius       | Oakland Athletics | 1991 |
| Todd       | Burns         | Oakland Athletics | 1991 |
| Kevin      | Campbell      | Oakland Athletics | 1991 |
| Jose       | Canseco       | Oakland Athletics | 1991 |
| Steve      | Chitren       | Oakland Athletics | 1991 |
| Ron        | Darling       | Oakland Athletics | 1991 |
| Kirk       | Dressendorfer | Oakland Athletics | 1991 |
| Dennis     | Eckersley     | Oakland Athletics | 1991 |
| Mike       | Gallego       | Oakland Athletics | 1991 |
| Johnny     | Guzman        | Oakland Athletics | 1991 |
| Reggie     | Harris        | Oakland Athletics | 1991 |
| Andy       | Hawkins       | Oakland Athletics | 1991 |
| Scott      | Hemond        | Oakland Athletics | 1991 |
| Dave       | Henderson     | Oakland Athletics | 1991 |
| Rickey     | Henderson     | Oakland Athletics | 1991 |
| Rick       | Honeycutt     | Oakland Athletics | 1991 |
| Dann       | Howitt        | Oakland Athletics | 1991 |
| Brook      | Jacoby        | Oakland Athletics | 1991 |
| Doug       | Jennings      | Oakland Athletics | 1991 |
| Joe        | Klink         | Oakland Athletics | 1991 |
| Brad       | Komminsk      | Oakland Athletics | 1991 |
| Carney     | Lansford      | Oakland Athletics | 1991 |
| Vance      | Law           | Oakland Athletics | 1991 |
| Fred       | Manrique      | Oakland Athletics | 1991 |
| Mark       | McGwire       | Oakland Athletics | 1991 |
| Mike       | Moore         | Oakland Athletics | 1991 |
| Gene       | Nelson        | Oakland Athletics | 1991 |
| Jamie      | Quirk         | Oakland Athletics | 1991 |
| Ernie      | Riles         | Oakland Athletics | 1991 |
| Eric       | Show          | Oakland Athletics | 1991 |
| Joe        | Slusarski     | Oakland Athletics | 1991 |
| Terry      | Steinbach     | Oakland Athletics | 1991 |
| Dave       | Stewart       | Oakland Athletics | 1991 |
| Todd       | Van Poppel    | Oakland Athletics | 1991 |
| Bruce      | Walton        | Oakland Athletics | 1991 |
| Walt       | Weiss         | Oakland Athletics | 1991 |
| Bob        | Welch         | Oakland Athletics | 1991 |
| Willie     | Wilson        | Oakland Athletics | 1991 |
| Ron        | Witmeyer      | Oakland Athletics | 1991 |
| Curt       | Young         | Oakland Athletics | 1991 |
| Harold     | Baines        | Oakland Athletics | 1992 |
| Lance      | Blankenship   | Oakland Athletics | 1992 |
| Mike       | Bordick       | Oakland Athletics | 1992 |
| John       | Briscoe       | Oakland Athletics | 1992 |
| Scott      | Brosius       | Oakland Athletics | 1992 |
| Jerry      | Browne        | Oakland Athletics | 1992 |
| Kevin      | Campbell      | Oakland Athletics | 1992 |
| Jose       | Canseco       | Oakland Athletics | 1992 |
| Jim        | Corsi         | Oakland Athletics | 1992 |
| Ron        | Darling       | Oakland Athletics | 1992 |
| Kelly      | Downs         | Oakland Athletics | 1992 |
| Dennis     | Eckersley     | Oakland Athletics | 1992 |
| Eric       | Fox           | Oakland Athletics | 1992 |
| Rich       | Gossage       | Oakland Athletics | 1992 |
| Johnny     | Guzman        | Oakland Athletics | 1992 |
| Scott      | Hemond        | Oakland Athletics | 1992 |
| Dave       | Henderson     | Oakland Athletics | 1992 |
| Rickey     | Henderson     | Oakland Athletics | 1992 |
| Shawn      | Hillegas      | Oakland Athletics | 1992 |
| Rick       | Honeycutt     | Oakland Athletics | 1992 |
| Vince      | Horsman       | Oakland Athletics | 1992 |
| Dann       | Howitt        | Oakland Athletics | 1992 |
| Mike       | Kingery       | Oakland Athletics | 1992 |
| Carney     | Lansford      | Oakland Athletics | 1992 |
| Mark       | McGwire       | Oakland Athletics | 1992 |
| Henry      | Mercedes      | Oakland Athletics | 1992 |
| Mike       | Moore         | Oakland Athletics | 1992 |
| Troy       | Neel          | Oakland Athletics | 1992 |
| Gene       | Nelson        | Oakland Athletics | 1992 |
| Jeff       | Parrett       | Oakland Athletics | 1992 |
| Jamie      | Quirk         | Oakland Athletics | 1992 |
| Mike       | Raczka        | Oakland Athletics | 1992 |
| Randy      | Ready         | Oakland Athletics | 1992 |
| Todd       | Revenig       | Oakland Athletics | 1992 |
| Jeff       | Russell       | Oakland Athletics | 1992 |
| Ruben      | Sierra        | Oakland Athletics | 1992 |
| Joe        | Slusarski     | Oakland Athletics | 1992 |
| Terry      | Steinbach     | Oakland Athletics | 1992 |
| Dave       | Stewart       | Oakland Athletics | 1992 |
| Bruce      | Walton        | Oakland Athletics | 1992 |
| Walt       | Weiss         | Oakland Athletics | 1992 |
| Bob        | Welch         | Oakland Athletics | 1992 |
| Willie     | Wilson        | Oakland Athletics | 1992 |
| Bobby      | Witt          | Oakland Athletics | 1992 |
| Kurt       | Abbott        | Oakland Athletics | 1993 |
| Mike       | Aldrete       | Oakland Athletics | 1993 |
| Marcos     | Armas         | Oakland Athletics | 1993 |
| Lance      | Blankenship   | Oakland Athletics | 1993 |
| Joe        | Boever        | Oakland Athletics | 1993 |
| Mike       | Bordick       | Oakland Athletics | 1993 |
| John       | Briscoe       | Oakland Athletics | 1993 |
| Scott      | Brosius       | Oakland Athletics | 1993 |
| Jerry      | Browne        | Oakland Athletics | 1993 |
| Kevin      | Campbell      | Oakland Athletics | 1993 |
| Ron        | Darling       | Oakland Athletics | 1993 |
| Storm      | Davis         | Oakland Athletics | 1993 |
| Kelly      | Downs         | Oakland Athletics | 1993 |
| Dennis     | Eckersley     | Oakland Athletics | 1993 |
| Eric       | Fox           | Oakland Athletics | 1993 |
| Brent      | Gates         | Oakland Athletics | 1993 |
| Rich       | Gossage       | Oakland Athletics | 1993 |
| Eric       | Helfand       | Oakland Athletics | 1993 |
| Scott      | Hemond        | Oakland Athletics | 1993 |
